prompt,label
"[Infrastructure] The crash is at an intersection. The traffic control device is Traffic Signal.
[Road Level] The trafficway is Divided - w/median barrier Two-way. The functional class of the roadway is Minor Arterial. The roadway class is Urban Multilane Divided Non-Freeway.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Du Page, within a 25,000 – 50,000 area. It did not occur in a work zone.
[Time] The crash occurred on February 15, 2022 at hour 12.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 40. Gender is Female.
[Person 3 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 32. Gender is Male.
[Driver Behavior] The primary behavior is Failing to Reduce Speed to Avoid Crash, and the secondary behavior is Following Too Closely. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2015.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2012.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 3 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Slow/Stop in Traffic and it was traveling in the East direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the East direction.",<MINOR INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Stop Sign.
[Road Level] The trafficway is Other. The functional class of the roadway is Minor Arterial. The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Bureau, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on October 3, 2022 at hour 8.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 73. Gender is Male.
[Person 3 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 34. Gender is Male.
[Driver Behavior] The primary behavior is Disregarding Stop Sign, and the secondary behavior is Failing to Reduce Speed to Avoid Crash. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2015.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2016.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 3 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at Intersection. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the South direction.
[Vehicle 2 Vehicle Status] The unit locates at Intersection. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Major Collector (Includes Collector (Urban)). The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Logan, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on July 25, 2022 at hour 8.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 72. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 24. Gender is Female.
[Driver Behavior] The primary behavior is Driving On Wrong Side/Wrong Way, and the secondary behavior is Unable to Determine. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2013.
[Vehicle 2 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2007.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is .000. Distraction status: No. Safety equipment used: Safety Belt Not Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Avoiding Vehicles/Objects and it was traveling in the North direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Driving Wrong Way and it was traveling in the South direction.",<FATAL>
"[Infrastructure] The crash is not at an intersection. The traffic control device is Other Warning Sign.
[Road Level] The trafficway is Divided - w/median barrier Two-way. The functional class of the roadway is Interstate. The roadway class is Urban Freeways.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Champaign, within a Unincorporated area. It did occur in a work zone.
[Time] The crash occurred on March 16, 2022 at hour 7.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 33. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 29. Gender is Female.
[Driver Behavior] The primary behavior is Improper Lane Usage, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2011.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2000.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the North direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Avoiding Vehicles/Objects and it was traveling in the North direction.",<NO APPARENT INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Divided, no median barrier Two-way. The functional class of the roadway is Other Principal Arterial. The roadway class is Urban Multilane Divided Non-Freeway.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Cook, within a Over 50,000 area. It did not occur in a work zone.
[Time] The crash occurred on June 5, 2022 at hour 15.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 25. Gender is Male.
[Driver Behavior] The primary behavior is Improper Lane Usage, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2016.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2014.
[Vehicle 3 Vehicle Information] The vehicle had a defect of None and was manufactured in Unknown.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the Southeast direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Driving Wrong Way and it was traveling in the West direction.
[Vehicle 3 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the Southeast direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Traffic Signal.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Unknown. The roadway class is Urban Multilane Divided Non-Freeway.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Cook, within a Chicago area. It did not occur in a work zone.
[Time] The crash occurred on October 29, 2022 at hour 15.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 32. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 38. Gender is Male.
[Driver Behavior] The primary behavior is Failing To Yield Right-of-Way, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 1994.
[Vehicle 2 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2019.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Usage Unknown.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Usage Unknown.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Turning Left and it was traveling in the East direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Traffic Signal.
[Road Level] The trafficway is T-intersection. The functional class of the roadway is Minor Arterial. The roadway class is Urban Multilane Divided Non-Freeway.
[Dynamic Conditions] The light condition is Darkness and the weather condition is Clear.
[Position] The crash occurred in Kankakee, within a 10,000 – 25,000 area. It did not occur in a work zone.
[Time] The crash occurred on October 14, 2022 at hour 18.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 24. Gender is Female.
[Person 3 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 86. Gender is Male.
[Driver Behavior] The primary behavior is Failing to Reduce Speed to Avoid Crash, and the secondary behavior is Unable to Determine. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2020.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2004.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 3 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at Intersection. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.
[Vehicle 2 Vehicle Status] The unit locates at Intersection. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.",<MINOR INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Stop Sign.
[Road Level] The trafficway is Ramp. The functional class of the roadway is Interstate. The roadway class is Rural Freeways.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Marshall, within a Population Under 2,500 area. It did not occur in a work zone.
[Time] The crash occurred on September 13, 2022 at hour 14.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 25. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 30. Gender is Male.
[Driver Behavior] The primary behavior is Failing To Yield Right-of-Way, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2018.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2007.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: DOT Compliant Motorcycle Helmet.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Turning Left and it was traveling in the Southeast direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Traffic Signal.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Major Collector (Includes Collector (Urban)). The roadway class is Urban 2 Lane Roads.
[Dynamic Conditions] The light condition is Darkness, Lighted Road and the weather condition is Clear.
[Position] The crash occurred in Cook, within a Chicago area. It did not occur in a work zone.
[Time] The crash occurred on November 20, 2022 at hour 6.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged Unknown. Gender is Unknown.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 65. Gender is Female.
[Driver Behavior] The primary behavior is Failing to Reduce Speed to Avoid Crash, and the secondary behavior is Unable to Determine. The crash is a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in Unknown.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2007.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Usage Unknown.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Safety Belt Not Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Slow/Stop in Traffic and it was traveling in the West direction.",<NO APPARENT INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Divided, no median barrier Two-way. The functional class of the roadway is Other Principal Arterial. The roadway class is Urban Multilane Undivided Non-Freeway.
[Dynamic Conditions] The light condition is Darkness, Lighted Road and the weather condition is Clear.
[Position] The crash occurred in Champaign, within a 25,000 – 50,000 area. It did not occur in a work zone.
[Time] The crash occurred on May 25, 2022 at hour 20.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 27. Gender is Female.
[Person 2 Person Information] This person was a pedestrian. The person involved is a Pedestrian, aged 50. Gender is Male.
[Driver Behavior] The primary behavior is Unable to Determine, and the secondary behavior is Unable to Determine. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2016.
[Road Surface] The road surface condition is Wet. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is .000. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: None.
[Vehicle 1 Vehicle Status] The unit locates at Intersection. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the South direction.",<FATAL>
"[Infrastructure] The crash is at an intersection. The traffic control device is Traffic Signal.
[Road Level] The trafficway is Divided, no median barrier Two-way. The functional class of the roadway is Other Principal Arterial. The roadway class is Urban 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Cook, within a 10,000 – 25,000 area. It did not occur in a work zone.
[Time] The crash occurred on October 14, 2022 at hour 8.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 65. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 22. Gender is Female.
[Driver Behavior] The primary behavior is Following Too Closely, and the secondary behavior is Physical Condition of Driver. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in Unknown.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2016.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Slow/Stop in Traffic and it was traveling in the West direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the West direction.",<NO APPARENT INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Major Collector (Includes Collector (Urban)). The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Dawn and the weather condition is Clear.
[Position] The crash occurred in Jefferson, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on February 1, 2022 at hour 6.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 57. Gender is Female.
[Driver Behavior] The primary behavior is Animal, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2017.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the South direction.",<NO APPARENT INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Minor Arterial. The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Washington, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on October 2, 2022 at hour 17.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 47. Gender is Male.
[Driver Behavior] The primary behavior is Improper Lane Usage, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2010.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at Off Pavement - Right. The vehicle's maneuver prior to the crash was Other and it was traveling in the West direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Other Principal Arterial. The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Darkness and the weather condition is Clear.
[Position] The crash occurred in Jo Daviess, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on September 30, 2022 at hour 10.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 29. Gender is Male.
[Driver Behavior] The primary behavior is Driving Skills/Knowledge/Experience, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 1983.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: None Used/Not Applicable.
[Vehicle 1 Vehicle Status] The unit locates at Off Pavement - Right. The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the South direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Divided - w/median barrier Two-way. The functional class of the roadway is Interstate. The roadway class is Urban Freeways.
[Dynamic Conditions] The light condition is Darkness, Lighted Road and the weather condition is Clear.
[Position] The crash occurred in Cook, within a Chicago area. It did not occur in a work zone.
[Time] The crash occurred on January 15, 2022 at hour 21.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 64. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 19. Gender is Male.
[Driver Behavior] The primary behavior is Equipment - Vehicle Condition, and the secondary behavior is Driving Skills/Knowledge/Experience. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2016.
[Vehicle 2 Vehicle Information] The vehicle had a defect of Other and was manufactured in 2013.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the North direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Slow/Stop in Traffic and it was traveling in the North direction.",<NO APPARENT INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Local Road or Street. The roadway class is Urban 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in St. Clair, within a Population Under 2,500 area. It did not occur in a work zone.
[Time] The crash occurred on July 16, 2022 at hour 7.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 25. Gender is Male.
[Driver Behavior] The primary behavior is Not Applicable, and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in Unknown.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Safety Belt Not Used.
[Vehicle 1 Vehicle Status] The unit locates at Other. The vehicle's maneuver prior to the crash was Negotiating a Curve and it was traveling in the South direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Divided, no median barrier Two-way. The functional class of the roadway is Unknown. The roadway class is Urban Multilane Undivided Non-Freeway.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Clear.
[Position] The crash occurred in Cook, within a Chicago area. It did not occur in a work zone.
[Time] The crash occurred on October 12, 2022 at hour 16.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 25. Gender is Female.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 36. Gender is Female.
[Driver Behavior] The primary behavior is Unable to Determine, and the secondary behavior is Unable to Determine. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2020.
[Vehicle 2 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2011.
[Road Surface] The road surface condition is Dry. The road defect condition is Unknown.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: Yes. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the South direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Turning Left and it was traveling in the North direction.",<MINOR INJURY>
"[Infrastructure] The crash is at an intersection. The traffic control device is Stop Sign.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Major Collector (Includes Collector (Urban)). The roadway class is Urban 2 Lane Roads.
[Dynamic Conditions] The light condition is Darkness, Lighted Road and the weather condition is Snow.
[Position] The crash occurred in Kane, within a Over 50,000 area. It did not occur in a work zone.
[Time] The crash occurred on December 15, 2022 at hour 17.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 28. Gender is Male.
[Person 2 Person Information] This person was a pedestrian. The person involved is a Pedestrian, aged 58. Gender is Female.
[Driver Behavior] The primary behavior is Vision Obscured (Signs, Tree Limbs, Buildings, Etc.), and the secondary behavior is Not Applicable. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2000.
[Road Surface] The road surface condition is Wet. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: None.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Turning Left and it was traveling in the Southwest direction.",<SERIOUS INJURY>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Not Divided Two-way. The functional class of the roadway is Major Collector (Includes Collector (Urban)). The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Darkness and the weather condition is Clear.
[Position] The crash occurred in Champaign, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on June 16, 2022 at hour 21.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 27. Gender is Male.
[Person 2 Person Information] This person was in Vehicle Unit 2. The person involved is a Driver, aged 15. Gender is Female.
[Driver Behavior] The primary behavior is Unable to Determine, and the secondary behavior is Operating Vehicle in Erratic, Reckless, Careless, Negligent or Aggressive Manner. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of Unknown and was manufactured in 2004.
[Vehicle 2 Vehicle Information] The vehicle had a defect of None and was manufactured in 2017.
[Road Surface] The road surface condition is Dry. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is .288. Distraction status: Yes. Safety equipment used: Safety Belt Not Used.
[Person 2 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the North direction.
[Vehicle 2 Vehicle Status] The unit locates at On Pavement (Roadway). The vehicle's maneuver prior to the crash was Straight Ahead and it was traveling in the North direction.",<FATAL>
"[Infrastructure] The crash is not at an intersection. The traffic control device is No Controls.
[Road Level] The trafficway is Divided, no median barrier Two-way. The functional class of the roadway is Other Principal Arterial. The roadway class is Rural 2 Lane Roads.
[Dynamic Conditions] The light condition is Daylight and the weather condition is Snow.
[Position] The crash occurred in Moultrie, within a Unincorporated area. It did not occur in a work zone.
[Time] The crash occurred on February 17, 2022 at hour 15.
[Person 1 Person Information] This person was in Vehicle Unit 1. The person involved is a Driver, aged 19. Gender is Female.
[Driver Behavior] The primary behavior is Failing to Reduce Speed to Avoid Crash, and the secondary behavior is Weather. The crash is not a hit-and-run incident.
[Vehicle 1 Vehicle Information] The vehicle had a defect of None and was manufactured in 2009.
[Road Surface] The road surface condition is Ice. The road defect condition is nan.
[Person 1 Person Status] The driver's blood alcohol content is Not Tested. Distraction status: No. Safety equipment used: Shoulder and Lap Belt Used.
[Vehicle 1 Vehicle Status] The unit locates at Off Pavement - Right. The vehicle's maneuver prior to the crash was Skidding/Control Loss and it was traveling in the East direction.",<MINOR INJURY>
